Time,Acc_X_R,Acc_Y_R,Acc_Z_R,Acc_X_L,Acc_Y_L,Acc_Z_L,Activity_Label
2024-07-19 20:40:14,-75.26530612244898,9.959183673469388,238.20408163265307,-13.6,-234.72,111.76,P
2024-07-19 20:40:15,-76.65306122448979,9.714285714285714,238.0408163265306,-51.13725490196079,-239.52941176470588,91.84313725490196,P
2024-07-19 20:40:16,-76.08,9.76,238.24,-80.8,-237.28,81.76,P
2024-07-19 20:40:17,-75.51020408163265,9.142857142857142,238.3673469387755,-48.62745098039216,-187.52941176470588,155.76470588235293,P
2024-07-19 20:40:18,-75.18367346938776,9.224489795918368,239.1836734693877,-39.6,-177.68,172.4,P
2024-07-19 20:40:19,-74.61224489795919,9.79591836734694,238.44897959183675,-43.6,-205.36,144.72,P
2024-07-19 20:40:20,-75.18367346938776,10.040816326530612,238.77551020408163,-44.70588235294117,-221.33333333333331,124.8627450980392,P
2024-07-19 20:40:21,-75.42857142857143,9.63265306122449,238.44897959183675,-38.90196078431372,-226.2745098039216,119.84313725490196,P
2024-07-19 20:40:22,-72.48979591836735,9.959183673469388,239.42857142857144,-40.07843137254902,-226.58823529411765,119.2156862745098,P
2024-07-19 20:40:23,-73.14285714285714,8.326530612244898,238.9387755102041,-41.76,-227.6,117.44,P
2024-07-19 20:40:24,-75.26530612244898,8.244897959183673,238.28571428571428,-59.68627450980392,-242.8235294117647,84.0,P
2024-07-19 20:40:25,-76.3265306122449,8.653061224489797,237.7142857142857,-40.16,-246.88,82.8,P
2024-07-19 20:40:26,-78.83333333333333,9.083333333333334,236.66666666666663,-20.32,-246.32,89.76,P
2024-07-19 20:40:27,-79.68,8.56,236.32,-60.31372549019608,-236.0,89.72549019607843,P
2024-07-19 20:40:28,-79.75510204081633,8.816326530612244,236.89795918367344,-169.09803921568627,-45.25490196078432,167.52941176470588,P
2024-07-19 20:40:29,-77.63265306122449,9.306122448979592,237.46938775510205,71.29411764705883,-24.07843137254902,214.66666666666663,P
2024-07-19 20:40:30,-79.6734693877551,9.142857142857142,236.57142857142856,87.36,-10.32,218.8,P
2024-07-19 20:40:31,-78.77551020408163,9.714285714285714,237.2244897959184,-41.41176470588236,19.215686274509803,207.843137254902,P
2024-07-19 20:40:32,-70.44897959183673,9.06122448979592,239.6734693877551,76.24,-25.36,236.56,P
2024-07-19 20:40:33,-82.20408163265306,6.204081632653061,236.4081632653061,12.96,-205.04,86.4,P
2024-07-19 20:40:34,-28.489795918367346,1.8775510204081636,244.9795918367347,101.88235294117646,-243.68627450980392,28.392156862745097,P
2024-07-19 20:40:35,-27.346938775510203,0.7346938775510204,248.3265306122449,100.0,-244.7843137254902,27.294117647058822,P
2024-07-19 20:40:36,-72.89795918367346,1.8775510204081636,239.1836734693877,99.37254901960785,-244.4705882352941,28.235294117647054,P
2024-07-19 20:40:37,4.653061224489796,-4.489795918367347,247.26530612244895,105.44,-242.0,33.76,P
2024-07-19 20:40:38,-34.44897959183673,0.8979591836734694,246.3673469387755,-59.44,-249.52,-35.36,P
2024-07-19 20:40:39,-49.795918367346935,1.3061224489795915,245.2244897959184,-69.96078431372548,-222.50980392156865,115.05882352941175,P
2024-07-19 20:40:40,-51.755102040816325,3.836734693877551,244.4081632653061,-52.32,-222.0,105.92,P
2024-07-19 20:40:41,-54.775510204081634,4.489795918367347,244.08163265306123,-109.72549019607844,-226.0392156862745,-123.6078431372549,P
2024-07-19 20:40:42,-52.97959183673469,4.816326530612245,244.08163265306123,-89.44,-222.48,-139.6,P
2024-07-19 20:40:43,-57.44,6.8,243.6,-87.29411764705883,-220.31372549019608,-145.2549019607843,P
2024-07-19 20:40:44,-56.333333333333336,7.833333333333333,243.91666666666663,-88.16,-216.32,-150.8,P
2024-07-19 20:40:45,-53.87755102040816,7.755102040816326,244.24489795918367,-90.90196078431372,-215.1372549019608,-151.92156862745097,P
2024-07-19 20:40:46,-55.265306122448976,7.428571428571429,243.9183673469388,-106.03921568627452,-234.50980392156865,3.294117647058824,P
2024-07-19 20:40:47,-58.204081632653065,7.591836734693878,243.75510204081635,-75.68,-226.24,-33.52,P
2024-07-19 20:40:48,-60.81632653061224,7.510204081632653,242.28571428571428,-46.90196078431372,-225.33333333333331,-155.13725490196077,P
2024-07-19 20:40:49,-60.97959183673469,8.244897959183673,242.6938775510204,-116.16,-223.12,-54.24,P
2024-07-19 20:40:50,-61.30612244897959,8.081632653061224,242.77551020408163,-120.0,-218.58823529411765,80.54901960784314,P
2024-07-19 20:40:51,-60.97959183673469,8.653061224489797,242.77551020408163,-127.44,-229.68,41.92,P
2024-07-19 20:40:52,-60.6530612244898,8.653061224489797,242.53061224489795,-108.70588235294116,-219.68627450980392,83.84313725490196,P
2024-07-19 20:40:53,-62.04081632653061,8.081632653061224,242.3673469387755,-107.1372549019608,-222.98039215686276,89.33333333333333,P
2024-07-19 20:40:54,-61.36,8.24,242.72,-81.92,-235.92,55.36,P
2024-07-19 20:40:55,-61.30612244897959,8.081632653061224,242.6122448979592,-60.47058823529412,-248.7843137254902,52.62745098039216,P
2024-07-19 20:40:56,-61.142857142857146,7.755102040816326,242.28571428571428,2.16,-211.52,130.0,P
2024-07-19 20:40:57,-61.75,8.0,242.25,-7.76,-126.72,208.4,P
2024-07-19 20:40:58,-62.36734693877551,7.836734693877551,242.6938775510204,16.392156862745097,-96.07843137254902,219.76470588235293,P
2024-07-19 20:40:59,-61.87755102040816,8.16326530612245,242.6938775510204,45.64705882352941,-117.6470588235294,203.843137254902,P
2024-07-19 20:41:00,-61.6,8.8,242.48,28.392156862745097,-96.54901960784314,217.41176470588235,P
2024-07-19 20:41:01,-57.583333333333336,7.416666666666667,243.5,24.0,-97.84,216.8,P
2024-07-19 20:41:02,-53.71428571428572,3.346938775510204,244.24489795918367,24.94117647058824,-95.6078431372549,217.49019607843135,P
2024-07-19 20:41:03,-66.04081632653062,1.6326530612244898,240.89795918367344,25.52,-95.36,217.04,P
2024-07-19 20:41:04,-73.79591836734694,3.4285714285714284,238.77551020408163,25.52,-95.36,216.64,P
2024-07-19 20:41:05,-68.64,6.08,240.48,-1.803921568627451,-87.45098039215686,221.1764705882353,P
2024-07-19 20:41:06,-65.14285714285714,6.36734693877551,241.3877551020408,16.8,-83.68,221.76,P
2024-07-19 20:41:07,-64.40816326530613,7.183673469387755,241.3877551020408,25.80392156862745,-85.41176470588235,220.54901960784315,P
2024-07-19 20:41:08,-64.40816326530613,7.836734693877551,241.14285714285717,-146.7450980392157,-95.52941176470588,164.3921568627451,P
2024-07-19 20:41:09,-63.51020408163265,7.591836734693878,242.28571428571428,-31.137254901960784,-81.6470588235294,210.98039215686276,P
2024-07-19 20:41:10,-60.5,7.75,243.33333333333331,10.16,-83.52,222.48,P
2024-07-19 20:41:11,-60.8,7.84,243.2,-7.44,-89.28,230.48,P
2024-07-19 20:41:12,-59.91836734693877,7.755102040816326,242.9387755102041,-138.7450980392157,-98.03921568627452,168.0,P
2024-07-19 20:41:13,-59.59183673469388,7.755102040816326,243.51020408163265,-128.48,-210.4,64.08,P
2024-07-19 20:41:14,-59.83673469387755,7.26530612244898,243.0204081632653,-73.80392156862744,-250.58823529411765,54.03921568627451,P
2024-07-19 20:41:15,-59.91666666666666,7.583333333333333,243.41666666666663,-76.4,-249.68,56.16,P
2024-07-19 20:41:16,-58.32,7.2,243.68,-77.92,-249.92,53.92,P
2024-07-19 20:41:17,-68.24489795918367,6.775510204081633,240.73469387755105,-74.50980392156863,-250.0392156862745,57.09803921568628,P
2024-07-19 20:41:18,-68.3265306122449,5.795918367346939,240.08163265306123,-58.588235294117645,-253.2549019607843,60.31372549019608,P
2024-07-19 20:41:19,-68.40816326530613,6.857142857142857,240.08163265306123,-50.431372549019606,-253.8823529411765,62.90196078431372,P
2024-07-19 20:41:20,-67.42857142857143,6.857142857142857,240.57142857142856,-70.88,-247.28,54.0,P
2024-07-19 20:41:21,-67.26530612244898,6.36734693877551,240.48979591836732,-185.8823529411765,-148.15686274509804,93.80392156862744,P
2024-07-19 20:41:22,-67.26530612244898,6.36734693877551,240.81632653061223,-136.54901960784315,-166.8235294117647,116.54901960784314,P
2024-07-19 20:41:23,-66.28571428571429,6.448979591836735,240.89795918367344,-119.52,-153.76,155.68,P
2024-07-19 20:41:24,-65.63265306122449,6.612244897959184,241.2244897959184,17.254901960784313,-150.9803921568627,186.66666666666663,P
2024-07-19 20:41:25,-65.55102040816327,6.36734693877551,240.9795918367347,46.32,-11.6,223.04,P
2024-07-19 20:41:26,-66.85714285714286,7.183673469387755,240.81632653061223,152.31372549019608,-38.74509803921568,166.19607843137254,P
2024-07-19 20:41:27,-62.93877551020408,7.346938775510204,242.12244897959184,118.72,-125.04,168.64,P
2024-07-19 20:41:28,-54.53061224489796,7.591836734693878,244.4081632653061,63.45098039215687,-102.27450980392156,208.3921568627451,P
2024-07-19 20:41:29,-2.0408163265306123,4.326530612244898,247.3469387755102,11.6,-106.48,212.72,P
2024-07-19 20:41:30,-3.346938775510204,4.8979591836734695,248.89795918367344,-161.36,-135.92,106.8,P
2024-07-19 20:41:31,-28.73469387755102,4.408163265306122,247.0204081632653,-228.4705882352941,-116.7843137254902,53.490196078431374,P
2024-07-19 20:41:32,-185.87755102040816,7.26530612244898,153.0612244897959,-223.92156862745097,-125.25490196078432,-25.647058823529413,P
2024-07-19 20:41:33,-253.6326530612245,12.081632653061224,24.163265306122447,-73.41176470588235,-74.3529411764706,144.3921568627451,P
2024-07-19 20:41:34,-257.3061224489796,12.816326530612244,-16.897959183673468,-22.64,-42.56,214.56,P
2024-07-19 20:41:35,-255.1836734693877,9.551020408163266,22.448979591836736,-112.16,-93.44,186.88,P
2024-07-19 20:41:36,-256.40816326530614,11.591836734693878,23.020408163265305,-233.64705882352945,-110.58823529411764,-68.3921568627451,P
2024-07-19 20:41:37,-256.4897959183673,9.551020408163266,22.693877551020407,-213.12,-118.32,-126.8,P
2024-07-19 20:41:38,-255.59183673469389,8.89795918367347,33.30612244897959,-203.92156862745097,-121.41176470588236,-140.15686274509804,P
2024-07-19 20:41:39,-251.3469387755102,8.16326530612245,50.36734693877551,-198.4,-121.6,-146.88,P
2024-07-19 20:41:40,-251.0204081632653,7.183673469387755,56.734693877551024,-185.1764705882353,-122.90196078431372,-165.64705882352942,P
2024-07-19 20:41:41,-249.46938775510205,6.36734693877551,63.02040816326531,-205.49019607843135,-122.98039215686276,-124.3921568627451,P
2024-07-19 20:41:42,-251.42857142857144,6.040816326530612,56.97959183673469,-237.12,-122.8,6.4,P
2024-07-19 20:41:43,-250.0,6.24,61.44,-237.9607843137255,-125.49019607843135,-8.862745098039216,P
2024-07-19 20:41:44,-249.46938775510205,6.36734693877551,62.93877551020408,-238.08,-126.48,-18.56,P
2024-07-19 20:41:45,-248.9795918367347,6.612244897959184,63.83673469387755,-237.8823529411765,-126.50980392156865,-20.0,P
2024-07-19 20:41:46,-247.58333333333331,6.166666666666667,67.08333333333333,-237.1764705882353,-127.6078431372549,-15.137254901960784,P
2024-07-19 20:41:47,-249.0612244897959,5.551020408163265,65.22448979591837,-236.23529411764707,-128.15686274509804,-32.23529411764706,P
2024-07-19 20:41:48,-249.3061224489796,6.040816326530612,62.36734693877551,-235.84,-128.0,-45.76,P
2024-07-19 20:41:49,-250.48,6.32,60.0,-235.76,-128.0,-48.56,P
2024-07-19 20:41:50,-248.91666666666663,6.416666666666667,63.583333333333336,-236.7058823529412,-126.3529411764706,-41.80392156862745,P
2024-07-19 20:41:51,-249.2244897959184,5.142857142857143,63.02040816326531,-236.32,-126.96,-39.84,P
2024-07-19 20:41:52,-252.08163265306123,6.204081632653061,53.224489795918366,-236.31372549019608,-127.05882352941175,-40.07843137254902,P
2024-07-19 20:41:53,-251.9183673469388,7.346938775510204,55.02040816326531,-236.72,-125.44,-40.8,P
2024-07-19 20:41:54,-251.2,7.76,58.88,-236.56,-126.4,-40.72,P
2024-07-19 20:41:55,-251.42857142857144,7.755102040816326,56.16326530612245,-236.86274509803923,-125.41176470588236,-40.94117647058823,P
